﻿icd_code,cn_title
I63322,"左大脑前动脉血栓形成引起的脑梗死"
I63323,"双侧大脑前动脉血栓形成引起的脑梗死"
I63329,"由于未指明的大脑前动脉血栓形成引起的脑梗死"
I6333,"大脑后动脉血栓形成引起的脑梗死"
I63331,"由于右大脑后动脉血栓形成引起的脑梗死"
I63332,"左大脑后动脉血栓形成引起的脑梗死"
I63333,"双侧大脑后动脉血栓形成引起的脑梗死"
I63339,"由于未指明的大脑后动脉血栓形成引起的脑梗死"
I6334,"小脑动脉血栓形成引起的脑梗死"
I63341,"右小脑动脉血栓形成引起的脑梗死"
I63342,"左小脑动脉血栓形成引起的脑梗死"
I63343,"双侧小脑动脉血栓形成引起的脑梗死"
I63349,"未指明的小脑动脉血栓形成引起的脑梗死"
I6339,"其他脑动脉血栓形成引起的脑梗死"
I634,"脑动脉栓塞引起的脑梗死"
I6340,"未指明的脑动脉栓塞引起的脑梗死"
I6341,"大脑中动脉栓塞引起的脑梗死"
I63411,"大脑右中动脉栓塞引起的脑梗死"
I63412,"大脑左中动脉栓塞引起的脑梗死"
I63413,"双侧大脑中动脉栓塞引起的脑梗死"
I63419,"未指明的大脑中动脉栓塞引起的脑梗死"
I6342,"大脑前动脉栓塞引起的脑梗死"
I63421,"大脑右前动脉栓塞引起的脑梗死"
I63422,"大脑左前动脉栓塞引起的脑梗死"
I63423,"双侧大脑前动脉栓塞引起的脑梗死"
I63429,"由于未指明的大脑前动脉栓塞引起的脑梗死"
I6343,"大脑后动脉栓塞引起的脑梗死"
I63431,"右大脑后动脉栓塞引起的脑梗死"
I63432,"由于大脑左后动脉栓塞引起的脑梗死"
I63433,"双侧大脑后动脉栓塞引起的脑梗死"
I63439,"未指明的大脑后动脉栓塞引起的脑梗死"
I6344,"小脑动脉栓塞引起的脑梗死"
I63441,"右小脑动脉栓塞引起的脑梗死"
I63442,"左小脑动脉栓塞引起的脑梗死"
I63443,"双侧小脑动脉栓塞引起的脑梗死"
I63449,"未指明的小脑动脉栓塞引起的脑梗死"
I6349,"其他脑动脉栓塞引起的脑梗死"
I635,"由于未指明的脑动脉闭塞或狭窄引起的脑梗死"
I6350,"由于未指明的脑动脉闭塞或狭窄引起的脑梗死"
I6351,"由于大脑中动脉未指明的闭塞或狭窄引起的脑梗死"
I63511,"由于未指明的右大脑中动脉闭塞或狭窄引起的脑梗死"
I63512,"由于未指明的大脑中动脉闭塞或狭窄引起的脑梗死"
I63513,"由于双侧大脑中动脉未指明的闭塞或狭窄引起的脑梗死"
I63519,"由于未指明的大脑中动脉闭塞或狭窄引起的脑梗死"
I6352,"由于大脑前动脉未指明的闭塞或狭窄引起的脑梗死"
I63521,"由于右大脑前动脉未指明的闭塞或狭窄引起的脑梗死"
I63522,"由于未指明的左大脑前动脉闭塞或狭窄引起的脑梗死"
I63523,"由于双侧大脑前动脉未指明的闭塞或狭窄引起的脑梗死"
I63529,"由于未指明的大脑前动脉闭塞或狭窄引起的脑梗死"
I6353,"由于大脑后动脉未指明的闭塞或狭窄引起的脑梗死"
I63531,"由于右大脑后动脉未指明的闭塞或狭窄引起的脑梗死"
I63532,"由于未指明的左大脑后动脉闭塞或狭窄引起的脑梗死"
I63533,"由于双侧大脑后动脉未指明的闭塞或狭窄引起的脑梗死"
I63539,"由于未指明的大脑后动脉闭塞或狭窄引起的脑梗死"
I6354,"由于未指明的小脑动脉闭塞或狭窄引起的脑梗死"
I63541,"由于右小脑动脉未指明的闭塞或狭窄引起的脑梗死"
I63542,"由于左小脑动脉未指明的闭塞或狭窄引起的脑梗死"
I63543,"由于双侧小脑动脉未指明的闭塞或狭窄引起的脑梗死"
I63549,"由于未指明的小脑动脉闭塞或狭窄导致的脑梗死"
I6359,"由于其他脑动脉未指明的闭塞或狭窄引起的脑梗死"
I636,"脑静脉血栓形成引起的脑梗死，非化脓性"
I638,"其他脑梗死"
I6381,"其他因小动脉闭塞或狭窄引起的脑梗死"
I6389,"其他脑梗死"
I639,"脑梗死，未指定"
I65,"脑前动脉闭塞和狭窄，不会导致脑梗死"
I650,"椎动脉闭塞和狭窄"
I6501,"右椎动脉闭塞和狭窄"
I6502,"左椎动脉闭塞和狭窄"
I6503,"双侧椎动脉闭塞和狭窄"
I6509,"未指明的椎动脉闭塞和狭窄"
I651,"基底动脉闭塞和狭窄"
I652,"颈动脉闭塞和狭窄"
I6521,"右颈动脉闭塞和狭窄"
I6522,"左颈动脉闭塞和狭窄"
I6523,"双侧颈动脉闭塞和狭窄"
I6529,"未指明的颈动脉闭塞和狭窄"
I658,"其他脑前动脉闭塞和狭窄"
I659,"未指明的脑前动脉闭塞和狭窄"
I66,"脑动脉闭塞和狭窄，不会导致脑梗死"
I660,"大脑中动脉闭塞和狭窄"
I6601,"右大脑中动脉闭塞和狭窄"
I6602,"大脑左中动脉闭塞和狭窄"
I6603,"双侧大脑中动脉闭塞和狭窄"
I6609,"未指明的大脑中动脉闭塞和狭窄"
I661,"大脑前动脉闭塞和狭窄"
I6611,"右大脑前动脉闭塞和狭窄"
I6612,"大脑左前动脉闭塞和狭窄"
I6613,"双侧大脑前动脉闭塞和狭窄"
I6619,"未指明的大脑前动脉闭塞和狭窄"
I662,"大脑后动脉闭塞和狭窄"
I6621,"右大脑后动脉闭塞和狭窄"
I6622,"左大脑后动脉闭塞和狭窄"
I6623,"双侧大脑后动脉闭塞和狭窄"
I6629,"未指明的大脑后动脉闭塞和狭窄"
I663,"小脑动脉闭塞和狭窄"
I668,"其他脑动脉闭塞和狭窄"
I669,"未指明的脑动脉闭塞和狭窄"
I67,"其他脑血管疾病"
I670,"脑动脉夹层，未破裂"
I671,"脑动脉瘤，未破裂"
I672,"脑动脉粥样硬化"
I673,"进行性血管性白质脑病"
I674,"高血压性脑病"
I675,"烟雾病"
I676,"颅内静脉系统非化脓性血栓形成"
I677,"脑动脉炎，未分类"
I678,"其他特定的脑血管疾病"
I6781,"急性脑血管功能不全"
I6782,"脑缺血"
I6783,"可逆性后路脑病综合征"
I6784,"脑血管痉挛和血管收缩"
I67841,"可逆性脑血管收缩综合征"
I67848,"其他脑血管痉挛和血管收缩"
I6785,"遗传性脑血管疾病"
I67850,"伴皮质下梗死和白质脑病的常染色体显性遗传性脑动脉病"
I67858,"其他遗传性脑血管疾病"
I6789,"其他脑血管疾病"
I679,"脑血管疾病，未明确"
I68,"其他分类疾病中的脑血管疾病"
I680,"脑淀粉样血管病"
I682,"其他分类疾病中的脑动脉炎"
I688,"其他分类疾病中的其他脑血管疾病"
I69,"脑血管疾病的后遗症"
I690,"非创伤性蛛网膜下腔出血的后遗症"
I6900,"非创伤性蛛网膜下腔出血的未明确后遗症"
I6901,"非创伤性蛛网膜下腔出血后的认知缺陷"
I69010,"非创伤性蛛网膜下腔出血后的注意力和注意力缺陷"
I69011,"非创伤性蛛网膜下腔出血后的记忆缺陷"
I69012,"非创伤性蛛网膜下腔出血后的视觉空间缺损和空间忽视"
I69013,"非创伤性蛛网膜下腔出血后的精神运动功能障碍"
I69014,"非创伤性蛛网膜下腔出血后的额叶和执行功能缺陷"
I69015,"非创伤性蛛网膜下腔出血后的认知、社交或情感缺陷"
I69018,"非创伤性蛛网膜下腔出血后涉及认知功能的其他症状和体征"
I69019,"涉及非创伤性蛛网膜下腔出血后认知功能的不明症状和体征"
I6902,"非创伤性蛛网膜下腔出血后的言语和语言缺陷"
I69020,"非创伤性蛛网膜下腔出血后的失语症"
I69021,"非创伤性蛛网膜下腔出血后的言语障碍"
I69022,"非创伤性蛛网膜下腔出血后的构音障碍"
I69023,"非创伤性蛛网膜下腔出血后的流畅性障碍"
I69028,"非创伤性蛛网膜下腔出血后的其他言语和语言缺陷"
I6903,"非创伤性蛛网膜下腔出血后上肢单瘫"
I69031,"影响右侧优势侧的非创伤性蛛网膜下腔出血后上肢单瘫"
I69032,"影响左侧优势侧的非创伤性蛛网膜下腔出血后上肢单瘫"
I69033,"影响右侧非优势侧的非创伤性蛛网膜下腔出血后上肢单瘫"
I69034,"影响左侧非优势侧的非创伤性蛛网膜下腔出血后上肢单瘫"
I69039,"影响未指定侧的非创伤性蛛网膜下腔出血后上肢单瘫"
I6904,"非创伤性蛛网膜下腔出血后下肢单瘫"
I69041,"影响右侧优势侧的非创伤性蛛网膜下腔出血后下肢单瘫"
I69042,"影响左侧优势侧的非创伤性蛛网膜下腔出血后下肢单瘫"
I69043,"影响右侧非优势侧的非创伤性蛛网膜下腔出血后下肢单瘫"
I69044,"影响左侧非优势侧的非创伤性蛛网膜下腔出血后下肢单瘫"
I69049,"影响未指定侧的非创伤性蛛网膜下腔出血后下肢单瘫"
I6905,"非创伤性蛛网膜下腔出血后的偏瘫和偏瘫"
I69051,"影响右侧优势侧的非创伤性蛛网膜下腔出血后的偏瘫和偏瘫"
I69052,"影响左侧优势侧的非创伤性蛛网膜下腔出血后的偏瘫和偏瘫"
I69053,"影响右侧非优势侧的非创伤性蛛网膜下腔出血后的偏瘫和偏瘫"
I69054,"影响左侧非优势侧的非创伤性蛛网膜下腔出血后的偏瘫和偏瘫"
I69059,"影响未指定一侧的非创伤性蛛网膜下腔出血后的偏瘫和偏瘫"
I6906,"非创伤性蛛网膜下腔出血后的其他麻痹综合征"
I69061,"影响右侧优势侧的非创伤性蛛网膜下腔出血后的其他麻痹综合征"
I69062,"影响左侧优势侧的非创伤性蛛网膜下腔出血后的其他麻痹综合征"
I69063,"影响右侧非优势侧的非创伤性蛛网膜下腔出血后的其他麻痹综合征"
I69064,"影响左侧非优势侧的非创伤性蛛网膜下腔出血后的其他麻痹综合征"
I69065,"非创伤性蛛网膜下腔出血后的其他麻痹综合征，双侧"
I69069,"影响未指定一侧的非创伤性蛛网膜下腔出血后的其他麻痹综合征"
I6909,"非创伤性蛛网膜下腔出血的其他后遗症"
I69090,"非创伤性蛛网膜下腔出血后的失用症"
I69091,"非创伤性蛛网膜下腔出血后的吞咽困难"
I69092,"非创伤性蛛网膜下腔出血后的面部无力"
I69093,"非创伤性蛛网膜下腔出血后的共济失调"
I69098,"非创伤性蛛网膜下腔出血后的其他后遗症"
I691,"非创伤性脑出血的后遗症"
I6910,"非创伤性脑出血的不明后遗症"
I6911,"非创伤性脑出血后的认知缺陷"
I69110,"非创伤性脑出血后的注意力和注意力缺陷"
I69111,"非创伤性脑出血后的记忆缺陷"
I69112,"非创伤性脑出血后的视觉空间缺损和空间忽视"
I69113,"非创伤性脑出血后的精神运动功能障碍"
I69114,"非创伤性脑出血后的额叶和执行功能缺陷"
I69115,"非创伤性脑出血后的认知、社交或情感缺陷"
I69118,"非创伤性脑出血后涉及认知功能的其他症状和体征"
I69119,"涉及非创伤性脑出血后认知功能的不明症状和体征"
I6912,"非创伤性脑出血后的言语和语言障碍"
I69120,"非创伤性脑出血后失语症"
I69121,"非创伤性脑出血后的言语障碍"
I69122,"非创伤性脑出血后的构音障碍"
I69123,"非创伤性脑出血后的流畅性障碍"
I69128,"非创伤性脑出血后的其他言语和语言缺陷"
I6913,"非创伤性脑出血后上肢单瘫"
I69131,"影响右侧优势侧的非创伤性脑出血后上肢单瘫"
I69132,"影响左侧优势侧的非创伤性脑出血后上肢单瘫"
I69133,"影响右侧非优势侧的非创伤性脑出血后上肢单瘫"
I69134,"影响左侧非优势侧的非创伤性脑出血后上肢单瘫"
I69139,"影响未指定一侧的非创伤性脑出血后上肢单瘫"
I6914,"非创伤性脑出血后下肢单瘫"
I69141,"影响右侧优势侧的非创伤性脑出血后下肢单瘫"
I69142,"影响左侧优势侧的非创伤性脑出血后下肢单瘫"
I69143,"影响右侧非优势侧的非创伤性脑出血后下肢单瘫"
I69144,"影响左侧非优势侧的非创伤性脑出血后下肢单瘫"
I69149,"影响未指定侧的非创伤性脑出血后下肢单瘫"
I6915,"非创伤性脑出血后的偏瘫和偏瘫"
I69151,"影响右侧优势侧的非创伤性脑出血后的偏瘫和偏瘫"
I69152,"影响左侧优势侧的非创伤性脑出血后的偏瘫和偏瘫"
I69153,"影响右侧非优势侧的非创伤性脑出血后的偏瘫和偏瘫"
I69154,"影响左侧非优势侧的非创伤性脑出血后的偏瘫和偏瘫"
I69159,"影响未指定一侧的非创伤性脑出血后的偏瘫和偏瘫"
I6916,"非创伤性脑出血后的其他麻痹综合征"
I69161,"影响右侧优势侧的非创伤性脑出血后的其他麻痹综合征"
I69162,"影响左侧优势侧的非创伤性脑出血后的其他麻痹综合征"
I69163,"影响右侧非优势侧的非创伤性脑出血后的其他麻痹综合征"
I69164,"影响左侧非优势侧的非创伤性脑出血后的其他麻痹综合征"
I69165,"非创伤性脑出血后的其他麻痹综合征，双侧"
I69169,"影响未指定一侧的非创伤性脑出血后的其他麻痹综合征"
I6919,"非创伤性脑出血的其他后遗症"
I69190,"非创伤性脑出血后的失用症"
I69191,"非创伤性脑出血后的吞咽困难"
I69192,"非创伤性脑出血后的面部无力"
I69193,"非创伤性脑出血后的共济失调"
I69198,"非创伤性脑出血的其他后遗症"
I692,"其他非创伤性颅内出血的后遗症"
I6920,"其他非创伤性颅内出血的不明后遗症"
I6921,"其他非创伤性颅内出血后的认知缺陷"
I69210,"其他非创伤性颅内出血后的注意力和注意力缺陷"
I69211,"其他非创伤性颅内出血后的记忆缺陷"
I69212,"其他非创伤性颅内出血后的视觉空间缺损和空间忽视"
I69213,"其他非创伤性颅内出血后的精神运动障碍"
I69214,"其他非创伤性颅内出血后的额叶和执行功能缺陷"
I69215,"其他非创伤性颅内出血后的认知社交或情感缺陷"
I69218,"其他非创伤性颅内出血后涉及认知功能的其他症状和体征"
I69219,"涉及其他非创伤性颅内出血后认知功能的不明症状和体征"
I6922,"其他非创伤性颅内出血后的言语和语言障碍"
I69220,"其他非创伤性颅内出血后失语症"
I69221,"其他非创伤性颅内出血后的言语障碍"
I69222,"其他非创伤性颅内出血后的构音障碍"
I69223,"其他非创伤性颅内出血后的流畅性障碍"
I69228,"其他非创伤性颅内出血后的其他言语和语言缺陷"
I6923,"其他非创伤性颅内出血后上肢单瘫"
I69231,"影响右侧优势侧的其他非创伤性颅内出血后上肢单瘫"
I69232,"影响左侧优势侧的其他非创伤性颅内出血后上肢单瘫"
I69233,"影响右侧非优势侧的其他非创伤性颅内出血后上肢单瘫"
I69234,"影响左侧非优势侧的其他非创伤性颅内出血后上肢单瘫"
I69239,"影响未指定一侧的其他非创伤性颅内出血后上肢单瘫"
I6924,"其他非创伤性颅内出血后下肢单瘫"
I69241,"影响右侧优势侧的其他非创伤性颅内出血后下肢单瘫"
I69242,"影响左侧优势侧的其他非创伤性颅内出血后下肢单瘫"
I69243,"影响右侧非优势侧的其他非创伤性颅内出血后下肢单瘫"
I69244,"影响左侧非优势侧的其他非创伤性颅内出血后下肢单瘫"
I69249,"影响未指定一侧的其他非创伤性颅内出血后下肢单瘫"
I6925,"其他非创伤性颅内出血后的偏瘫和偏瘫"
I69251,"影响右侧优势侧的其他非创伤性颅内出血后的偏瘫和偏瘫"
I69252,"影响左侧优势侧的其他非创伤性颅内出血后的偏瘫和偏瘫"
I69253,"影响右侧非优势侧的其他非创伤性颅内出血后的偏瘫和偏瘫"
I69254,"影响左侧非优势侧的其他非创伤性颅内出血后的偏瘫和偏瘫"
I69259,"偏瘫和影响未指定一侧的其他非创伤性颅内出血后的偏瘫"
I6926,"其他非创伤性颅内出血后的其他麻痹综合征"
I69261,"影响右侧优势侧的其他非创伤性颅内出血后的其他麻痹综合征"
I69262,"影响左侧优势侧的其他非创伤性颅内出血后的其他麻痹综合征"
I69263,"影响右侧非优势侧的其他非创伤性颅内出血后的其他麻痹综合征"
I69264,"影响左侧非优势侧的其他非创伤性颅内出血后的其他麻痹综合征"
I69265,"其他非创伤性颅内出血后的其他麻痹综合征，双侧"
I69269,"影响未指定一侧的其他非创伤性颅内出血后的其他麻痹综合征"
I6929,"其他非创伤性颅内出血的其他后遗症"
I69290,"其他非创伤性颅内出血后的失用症"
I69291,"其他非创伤性颅内出血后的吞咽困难"
I69292,"其他非创伤性颅内出血后的面部无力"
I69293,"其他非创伤性颅内出血后共济失调"
I69298,"其他非创伤性颅内出血的其他后遗症"
I693,"脑梗死后遗症"
I6930,"脑梗死的不明后遗症"
I6931,"脑梗死后的认知缺陷"
I69310,"脑梗死后的注意力和注意力缺陷"
I69311,"脑梗死后的记忆缺陷"
I69312,"脑梗死后的视觉空间缺陷和空间忽视"
I69313,"脑梗死后的精神运动障碍"
I69314,"脑梗死后的额叶和执行功能缺陷"
I69315,"脑梗死后的认知社交或情感缺陷"
I69318,"脑梗死后涉及认知功能的其他症状和体征"
I69319,"脑梗死后涉及认知功能的不明症状和体征"
I6932,"脑梗死后的言语和语言缺陷"
I69320,"脑梗死后失语症"
I69321,"脑梗死后言语障碍"
I69322,"脑梗死后构音障碍"
I69323,"脑梗死后的流畅性障碍"
I69328,"脑梗死后的其他言语和语言缺陷"
I6933,"脑梗死后上肢单瘫"
I69331,"影响右侧优势侧的脑梗死后上肢单瘫"
I69332,"影响左侧优势侧的脑梗塞后上肢单瘫"
I69333,"脑梗死后上肢单瘫影响右侧非优势侧"
I69334,"影响左侧非优势侧的脑梗死后上肢单瘫"
I69339,"影响未指定一侧的脑梗塞后上肢单瘫"
I6934,"脑梗死后下肢单瘫"
I69341,"影响右侧优势侧的脑梗塞后下肢单瘫"
I69342,"影响左侧优势侧的脑梗死后下肢单瘫"
I69343,"影响右侧非优势侧的脑梗死后下肢单瘫"
I69344,"影响左侧非优势侧的脑梗死后下肢单瘫"
I69349,"影响未指定一侧的脑梗死后下肢单瘫"
I6935,"偏瘫和脑梗死后偏瘫"
I69351,"影响右侧优势侧的偏瘫和脑梗死后偏瘫"
I69352,"影响左侧优势侧的脑梗死后偏瘫和偏瘫"
I69353,"影响右侧非优势侧的脑梗死后偏瘫和偏瘫"
I69354,"影响左侧非优势侧的脑梗死后偏瘫和偏瘫"
I69359,"影响未指定一侧的脑梗死后偏瘫和偏瘫"
I6936,"脑梗死后的其他麻痹综合征"
I69361,"影响右侧优势侧的脑梗死后的其他麻痹综合征"
I69362,"影响左侧优势侧的脑梗死后的其他麻痹综合征"
I69363,"影响右侧非优势侧的脑梗死后的其他麻痹综合征"
I69364,"影响左侧非优势侧的脑梗死后的其他麻痹综合征"
I69365,"脑梗死后的其他麻痹综合征，双侧"
I69369,"影响未指定一侧的脑梗死后的其他麻痹综合征"
I6939,"脑梗死的其他后遗症"
I69390,"脑梗死后失用症"
I69391,"脑梗死后吞咽困难"
I69392,"脑梗死后面部无力"
I69393,"脑梗死后共济失调"
I69398,"脑梗死的其他后遗症"
I698,"其他脑血管疾病的后遗症"
I6980,"其他脑血管疾病的未明确后遗症"
I6981,"其他脑血管疾病后的认知缺陷"
I69810,"其他脑血管疾病后的注意力和注意力缺陷"
I69811,"其他脑血管疾病后的记忆缺陷"
I69812,"其他脑血管疾病后的视觉空间缺损和空间忽视"
I69813,"其他脑血管疾病后的精神运动功能障碍"
I69814,"其他脑血管疾病后的额叶和执行功能缺陷"
I69815,"其他脑血管疾病后的认知社交或情感缺陷"
I69818,"其他脑血管疾病后涉及认知功能的其他症状和体征"
I69819,"涉及其他脑血管疾病后认知功能的未明确症状和体征"
I6982,"其他脑血管疾病后的言语和语言缺陷"
I69820,"其他脑血管疾病后失语症"
I69821,"其他脑血管疾病引起的言语障碍"
I69822,"其他脑血管疾病后构音障碍"
I69823,"其他脑血管疾病后的流畅性障碍"
I69828,"其他脑血管疾病后的其他言语和语言缺陷"
I6983,"其他脑血管疾病后上肢单瘫"
I69831,"影响右侧优势侧的其他脑血管疾病后上肢单瘫"
I69832,"影响左侧优势侧的其他脑血管疾病后上肢单瘫"
I69833,"影响右侧非优势侧的其他脑血管疾病后上肢单瘫"
I69834,"影响左侧非优势侧的其他脑血管疾病后上肢单瘫"
I69839,"影响未指定一侧的其他脑血管疾病后上肢单瘫"
I6984,"其他脑血管疾病后下肢单瘫"
I69841,"影响右侧优势侧的其他脑血管疾病后下肢单瘫"
I69842,"影响左侧优势侧的其他脑血管疾病后下肢单瘫"
I69843,"影响右侧非优势侧的其他脑血管疾病后下肢单瘫"
I69844,"影响左侧非优势侧的其他脑血管疾病后下肢单瘫"
I69849,"影响未指定一侧的其他脑血管疾病后下肢单瘫"
I6985,"偏瘫和其他脑血管疾病后偏瘫"
I69851,"影响右侧优势侧的其他脑血管疾病后的偏瘫和偏瘫"
I69852,"影响左侧优势侧的其他脑血管疾病后的偏瘫和偏瘫"
I69853,"影响右侧非优势侧的其他脑血管疾病后的偏瘫和偏瘫"
I69854,"影响左侧非优势侧的其他脑血管疾病后的偏瘫和偏瘫"
I69859,"影响未指定一侧的其他脑血管疾病后的偏瘫和偏瘫"
I6986,"其他脑血管疾病后的其他麻痹综合征"
I69861,"影响右侧优势侧的其他脑血管疾病后的其他麻痹综合征"
I69862,"影响左侧优势侧的其他脑血管疾病后的其他麻痹综合征"
I69863,"影响右侧非优势侧的其他脑血管疾病后的其他麻痹综合征"
I69864,"影响左侧非优势侧的其他脑血管疾病后的其他麻痹综合征"
I69865,"其他脑血管疾病后的其他麻痹综合征，双侧"
I69869,"影响未指定一侧的其他脑血管疾病后的其他麻痹综合征"
I6989,"其他脑血管疾病的其他后遗症"
I69890,"其他脑血管疾病后的失用症"
I69891,"其他脑血管疾病后的吞咽困难"
I69892,"其他脑血管疾病后出现的面无力"
I69893,"其他脑血管疾病后共济失调"
I69898,"其他脑血管疾病的其他后遗症"
I699,"未明确脑血管疾病的后遗症"
I6990,"未指明脑血管疾病的未指明后遗症"
I6991,"未指明的脑血管疾病后的认知缺陷"
I69910,"未明确脑血管疾病后的注意力和注意力缺陷"
I69911,"未指明的脑血管疾病后的记忆缺陷"
I69912,"未特异性脑血管疾病后的视觉空间缺陷和空间忽视"
I69913,"未明确脑血管疾病后的精神运动功能障碍"
I69914,"未指明的脑血管疾病后的额叶和执行功能缺陷"
I69915,"未指明的脑血管疾病后的认知社交或情感缺陷"
I69918,"未指明的脑血管疾病后涉及认知功能的其他症状和体征"
I69919,"涉及未明确脑血管疾病后认知功能的未明确症状和体征"
I6992,"未指明的脑血管疾病后的言语和语言缺陷"
I69920,"未指明的脑血管疾病后失语症"
I69921,"未明确脑血管疾病后的言语障碍"
I69922,"未明确脑血管疾病后的构音障碍"
I69923,"未明确脑血管疾病后的流畅性障碍"
I69928,"未指明的脑血管疾病后的其他言语和语言缺陷"
I6993,"未指明的脑血管疾病后上肢单瘫"
I69931,"影响右侧优势侧的未指明脑血管疾病后上肢单瘫"
I69932,"影响左侧优势侧的未指明脑血管疾病后上肢单瘫"
I69933,"影响右侧非优势侧的未指明脑血管疾病后上肢单瘫"
I69934,"影响左侧非优势侧的未指明脑血管疾病后上肢单瘫"
I69939,"影响未指定一侧的未指定脑血管疾病后上肢单瘫"
I6994,"未指明的脑血管疾病后下肢单瘫"
I69941,"影响右侧优势侧的未指明脑血管疾病后下肢单瘫"
I69942,"影响左侧优势侧的未指明脑血管疾病后下肢单瘫"
I69943,"影响右侧非优势侧的未指明脑血管疾病后下肢单瘫"
I69944,"影响左侧非优势侧的未指明脑血管疾病后下肢单瘫"
I69949,"影响未指定一侧的未指定脑血管疾病后下肢单瘫"
I6995,"未明确脑血管疾病后的偏瘫和偏瘫"
I69951,"影响右侧优势侧的未明确脑血管疾病后的偏瘫和偏瘫"
I69952,"影响左侧优势侧的未明确脑血管疾病后的偏瘫和偏瘫"
I69953,"影响右侧非优势侧的未明确脑血管疾病后的偏瘫和偏瘫"
I69954,"影响左侧非优势侧的未明确脑血管疾病后的偏瘫和偏瘫"
I69959,"影响未指定一侧的未指定脑血管疾病后的偏瘫和偏瘫"
I6996,"未明确脑血管疾病后的其他麻痹综合征"
I69961,"影响右侧优势侧的未明确脑血管疾病后的其他麻痹综合征"
I69962,"影响左侧优势侧的未明确脑血管疾病后的其他麻痹综合征"
I69963,"影响右侧非优势侧的未明确脑血管疾病后的其他麻痹综合征"
I69964,"影响左侧非优势侧的未指明脑血管疾病后的其他麻痹综合征"
I69965,"未明确脑血管疾病后的其他麻痹综合征，双侧"
I69969,"影响未指定一侧的未指定脑血管疾病后的其他麻痹综合征"
I6999,"未明确脑血管疾病的其他后遗症"
I69990,"未明确脑血管疾病后的失用症"
I69991,"未明确脑血管疾病后的吞咽困难"
I69992,"未明确脑血管疾病后的面部无力"
I69993,"未指明的脑血管疾病后共济失调"
I69998,"未明确脑血管疾病后的其他后遗症"
I70,"动脉粥样硬化"
I700,"主动脉粥样硬化"
I701,"肾动脉粥样硬化"
I702,"四肢自体动脉粥样硬化"
I7020,"四肢自体动脉未指定的动脉粥样硬化"
I70201,"未指明的四肢自体动脉粥样硬化，右腿"
I70202,"未指明的四肢自体动脉粥样硬化，左腿"
I70203,"四肢、双侧腿自体动脉的未明确动脉粥样硬化"
I70208,"肢体、其他肢体自体动脉的未指明动脉粥样硬化"
I70209,"未指定的肢体自体动脉粥样硬化，未指定的肢体"
I7021,"四肢自体动脉粥样硬化伴间歇性跛行"
I70211,"肢体自体动脉粥样硬化伴间歇性跛行，右腿"
I70212,"肢体自体动脉粥样硬化伴间歇性跛行，左腿"
I70213,"四肢自体动脉粥样硬化伴间歇性跛行，双侧腿部"
I70218,"肢体自体动脉粥样硬化伴间歇性跛行，其他肢体"
I70219,"肢体自体动脉粥样硬化伴间歇性跛行，肢体不明"
I7022,"四肢自体动脉粥样硬化伴静息痛"
I70221,"四肢自体动脉粥样硬化伴有静息痛，右腿"
I70222,"四肢自体动脉粥样硬化伴有静息痛，左腿"
I70223,"四肢自体动脉粥样硬化伴有静息痛，双侧腿部"
I70228,"四肢自体动脉粥样硬化伴有静息痛、其他肢体"
I70229,"四肢自体动脉粥样硬化伴有静息痛，未指明的肢体"
I7023,"右腿自体动脉粥样硬化伴溃疡"
I70231,"右腿自体动脉粥样硬化伴大腿溃疡"
I70232,"右腿自体动脉粥样硬化伴小腿溃疡"
I70233,"右腿自体动脉粥样硬化伴踝关节溃疡"
I70234,"右腿自体动脉粥样硬化伴足跟和中足溃疡"
I70235,"右腿自体动脉粥样硬化伴足部其他部分溃疡"
I70238,"右腿自体动脉粥样硬化伴小腿其他部分溃疡"
I70239,"右腿自体动脉粥样硬化伴未指定部位溃疡"
I7024,"左腿自体动脉粥样硬化伴溃疡"
I70241,"左腿自体动脉粥样硬化伴大腿溃疡"
I70242,"左腿自体动脉粥样硬化伴小腿溃疡"
I70243,"左腿自体动脉粥样硬化伴踝关节溃疡"
I70244,"左腿自体动脉粥样硬化伴足跟和中足溃疡"
I70245,"左腿自体动脉粥样硬化伴足部其他部分溃疡"
I70248,"左腿自体动脉粥样硬化伴小腿其他部分溃疡"
I70249,"左腿自体动脉粥样硬化伴未指定部位溃疡"
I7025,"其他肢体自体动脉粥样硬化伴溃疡"
I7026,"伴有坏疽的四肢自体动脉动脉粥样硬化"
I70261,"肢体自体动脉粥样硬化伴坏疽，右腿"
I70262,"四肢自体动脉粥样硬化伴坏疽，左腿"
I70263,"伴有坏疽的四肢自体动脉粥样硬化，双侧腿部"
I70268,"伴有坏疽的肢体自体动脉粥样硬化，其他肢体"
I70269,"伴有坏疽的肢体自体动脉粥样硬化，肢体不明"
I7029,"肢体自体动脉的其他动脉粥样硬化"
I70291,"四肢、右腿自体动脉的其他动脉粥样硬化"
I70292,"四肢、左腿自体动脉的其他动脉粥样硬化"
I70293,"四肢自体动脉的其他动脉粥样硬化，双侧腿部"
I70298,"其他 肢体自体动脉粥样硬化， 其他肢体"
I70299,"肢体自体动脉的其他动脉粥样硬化，未指明的肢体"
I703,"四肢旁路移植物类型不明的动脉粥样硬化"
I7030,"未指定类型的四肢旁路移植物的未指定动脉粥样硬化"
I70301,"未指定类型的四肢旁路移植物的未指定动脉粥样硬化，右腿"
